Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1450562400.0 10.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 11.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1102.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 12.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 13.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1306.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1307.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1308.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1309.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1310.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1311.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1312.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1313.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1315.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1317.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1318.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1319.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1321.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1323.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1324.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1325.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1326.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1327.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1328.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1329.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1330.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1331.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1332.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1333.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1334.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1335.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1336.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1337.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1338.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1339.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.702 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.703 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.704 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.705 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.707 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.708 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.709 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.71 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.801 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.803 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.804 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.806 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.807 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.808 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.809 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.81 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.811 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.812 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.901 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.903 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.904 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.905 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.906 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.907 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.91 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.911 NA 0 NA 0 NA 0 NA 0
1450562400.0 134.99901 NA 0 NA 0 NA 0 NA 0
1450562400.0 1340.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1341.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1343.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1344.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1345.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1347.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1348.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 135.8 0 NA 0 NA 0 NA 0 NA
1450562400.0 1350.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1351.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1352.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1353.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1354.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 1355.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 139901.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 139902.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 13992501.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 13992502.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 14.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 140.1 NA 0 NA 0 NA 0 NA 0
1450562400.0 140.2 NA 0 NA 0 NA 0 NA 0
1450562400.0 140.4 NA 0 NA 0 NA 0 NA 0
1450562400.0 140.51 NA 0 NA 0 NA 0 NA 0
1450562400.0 145.0 NA 0 NA 0 NA 0 NA 0
1450562400.0 15.0 NA 0 NA 0 NA 0 NA 0
