Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1449136800.0 1.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 10.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1000.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1001.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1002.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1003.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1004.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 101.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 102.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 103.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 105.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 106.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 107.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 108.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 109.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 11.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 110.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1102.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 111.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 112.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 113.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 114.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 115.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 116.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 117.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 118.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 119.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 12.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 120.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 121.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 123.1 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 123.2 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 123.3 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 124.1 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 124.2 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 124.4 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 124.5 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 124.6 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 125.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 128.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 129.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 13.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 130.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1301.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1302.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1303.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1306.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1307.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1308.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1309.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1310.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1311.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1312.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1313.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1314.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1315.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1316.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1317.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1318.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1319.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 132.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1320.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1321.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1322.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1323.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1324.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1325.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1326.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1327.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1328.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1329.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 133.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1449136800.0 1330.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1331.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1332.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1333.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1334.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1335.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1336.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1337.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1338.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 1339.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.0 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.701 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.702 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.703 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.704 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.705 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.706 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.707 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.708 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.709 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.71 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.801 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.802 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.803 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.804 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.805 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.806 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.807 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.808 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1449136800.0 134.809 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
